txn_id,client_id,adviser_id,product_id,txn_date,gross_amount,fee_amount,currency,is_refund
T0001519,C00339,ADV033,PRD0036,30/06/2024,3608.88,35.82,GBP,N
T0001520,C00142,ADV009,PRD0035,2024-05-17,10327.61,374.51,GBP,N
T0001521,C00135,ADV019,PRD0018,04/04/2024,1518.36,22.11,GBP,N
T0001522,C00137,ADV060,PRD0008,03/09/2024,16754.93,534.65,GBP,N
T0001523,C00081,ADV056,PRD0024,2025-05-01,1372.72,60.16,GBP,N
T0001524,C00455,ADV012,PRD0002,22/03/2024,2617.57,70.9,GBP,N
T0001525,C00380,ADV002,PRD0018,15/01/2024,2088.49,13.2,GBP,N
T0001526,C00027,ADV044,PRD0023,2025-07-24,1191.47,26.5,GBP,N
T0001527,C00318,ADV044,PRD0012,15/02/2024,1315.1,18.78,GBP,N
T0001528,C00345,ADV034,PRD0038,29/04/2024,-2136.22,-42.43,GBP,Y
T0001529,C00422,ADV044,PRD0033,05/04/2025,2851.73,84.46,GBP,N
T0001530,C00077,ADV055,PRD0020,2025-11-14,2083.63,78.27,GBP,N
T0001531,C00112,ADV012,PRD0010,2024-05-17,-1576.61,-49.41,GBP,Y
T0001532,C00322,ADV002,PRD0036,29/09/2024,358.17,7.02,GBP,N
T0001533,C00265,ADV055,PRD0022,11/05/2024,2820.0,71.01,GBP,N
T0001534,C00137,ADV060,PRD0009,2024-12-18,-19494.44,-272.14,GBP,Y
T0001535,C00423,ADV038,PRD0036,2024-11-19,15989.37,381.59,GBP,N
T0001536,C00042,ADV057,PRD0032,09/07/2025,10205.21,188.04,GBP,N
T0001537,C00198,ADV038,PRD0017,2025-08-12,2543.25,76.14,GBP,N
T0001538,C00046,ADV005,PRD0028,2024-02-23,5738.72,170.47,GBP,N
T0001539,C00225,ADV003,PRD0012,23/09/2025,2243.8,53.42,GBP,N
T0001540,C00409,ADV047,PRD0005,02/07/2025,2375.86,50.41,GBP,N
T0001541,C00022,ADV060,PRD0027,2025-01-31,4172.26,74.7,GBP,N
T0001542,C00395,ADV028,PRD0020,07/06/2025,9037.96,302.9,GBP,N
T0001543,C00097,ADV047,PRD0032,08/09/2025,2327.89,66.41,GBP,N
T0001544,C00110,ADV022,PRD0016,22/09/2024,2009.64,61.88,GBP,N
T0001545,C00147,ADV035,PRD0035,26/10/2024,3514.25,58.28,GBP,N
T0001546,C00103,ADV036,PRD0007,2024-11-13,960.27,25.68,GBP,N
T0001547,C00154,ADV038,PRD0014,03/11/2025,7810.55,170.11,GBP,N
T0001548,C00203,ADV037,PRD0005,2025-03-07,9048.44,262.85,GBP,N
T0001549,C00254,ADV035,PRD0035,2024-11-19,10472.14,465.81,GBP,N
T0001550,C00084,ADV006,PRD0013,2025-10-29,7254.72,209.5,GBP,N
T0001551,C00152,ADV012,PRD0001,2025-12-06,2137.98,56.5,GBP,N
T0001552,C00327,ADV026,PRD0001,02/05/2024,2938.92,10.36,GBP,N
T0001553,C00401,ADV054,PRD0039,2024-07-05,1570.19,25.2,GBP,N
T0001554,C00120,ADV054,PRD0006,04/12/2025,4793.81,19.18,GBP,N
T0001555,C00265,ADV055,PRD0030,2025-08-26,25582.98,385.82,GBP,N
T0001556,C00462,ADV004,PRD0031,2025-06-02,-1511.34,-46.19,GBP,Y
T0001557,C00053,ADV057,PRD0040,19/04/2024,6541.86,245.67,GBP,N
T0001558,C00136,ADV028,PRD0039,2024-10-22,12466.84,246.71,GBP,N
T0001559,C00499,ADV048,PRD0005,2025-09-04,1433.47,2.87,GBP,N
T0001560,C00105,ADV007,PRD0034,12/01/2025,24507.0,811.76,GBP,N
T0001561,C00082,ADV017,PRD0007,30/12/2024,2006.4,60.51,GBP,N
T0001562,C00323,ADV022,PRD0021,2025-11-20,3315.79,59.28,GBP,N
T0001563,C00065,ADV032,PRD0009,2024-03-05,-5297.37,-10.59,GBP,Y
T0001564,C00262,ADV035,PRD0022,18/04/2024,8385.49,264.79,GBP,N
T0001565,C00250,ADV023,PRD0035,04/05/2025,7442.72,143.18,GBP,N
T0001566,C00074,ADV014,PRD0010,2024-10-02,2922.49,64.85,GBP,N
T0001567,C00037,ADV053,PRD0017,2025-08-09,2027.71,4.06,GBP,N
T0001568,C00308,ADV037,PRD0014,14/09/2025,449.75,5.56,GBP,N
T0001569,C00400,ADV026,PRD0011,10/02/2025,2320.14,80.6,GBP,N
T0001570,C00418,ADV028,PRD0038,2024-11-29,11303.09,120.88,GBP,N
T0001571,C00494,ADV018,PRD0011,11/04/2025,1799.32,47.52,GBP,N
T0001572,C00181,ADV016,PRD0040,14/05/2024,6330.32,119.24,GBP,N
T0001573,C00431,ADV038,PRD0040,04/07/2025,6887.05,146.99,GBP,N
T0001574,C00305,ADV047,PRD0020,25/08/2025,4248.88,113.0,GBP,N
T0001575,C00308,ADV037,PRD0003,02/12/2025,2220.51,27.01,GBP,N
T0001576,C00250,ADV023,PRD0021,31/03/2025,2225.0,47.91,GBP,N
T0001577,C00313,ADV022,PRD0036,2024-10-15,3501.86,73.38,GBP,N
T0001578,C00045,ADV013,PRD0034,2024-10-16,756.06,9.48,GBP,N
T0001579,C00237,ADV005,PRD0021,2024-10-08,12785.91,296.8,GBP,N
T0001580,C00144,ADV025,PRD0010,07/07/2024,1428.68,24.63,GBP,N
T0001581,C00370,ADV024,PRD0039,13/10/2025,2080.92,16.23,GBP,N
T0001582,C00403,ADV026,PRD0032,2024-04-25,2093.7,75.01,GBP,N
T0001583,C00065,ADV032,PRD0002,06/07/2025,2812.55,80.89,GBP,N
T0001584,C00310,ADV049,PRD0013,29/01/2024,5139.49,91.01,GBP,N
T0001585,C00200,ADV023,PRD0030,03/09/2024,10793.03,269.45,GBP,N
T0001586,C00310,ADV049,PRD0033,08/05/2024,4475.96,23.35,GBP,N
T0001587,C00208,ADV058,PRD0017,22/12/2025,14997.34,284.67,GBP,N
T0001588,C00187,ADV042,PRD0003,2025-01-03,2628.2,58.54,GBP,N
T0001589,C00067,ADV017,PRD0021,17/01/2024,6815.71,164.75,GBP,N
T0001590,C00426,ADV018,PRD0035,2025-07-02,7481.45,65.12,GBP,N
T0001591,C00258,ADV018,PRD0033,23/11/2024,4183.01,77.82,GBP,N
T0001592,C00312,ADV059,PRD0037,2024-10-21,6683.91,154.81,GBP,N
T0001593,C00311,ADV041,PRD0026,06/11/2024,1473.4,14.43,GBP,N
T0001594,C00149,ADV033,PRD0025,2025-05-26,12079.29,476.74,GBP,N
T0001595,C00335,ADV026,PRD0025,2024-03-09,7623.59,114.38,GBP,N
T0001596,C00231,ADV003,PRD0004,2024-09-12,4276.68,8.55,GBP,N
T0001597,C00078,ADV025,PRD0039,10/08/2024,2683.33,43.98,GBP,N
T0001598,C00416,ADV025,PRD0027,2025-05-29,7846.78,259.34,GBP,N
T0001599,C00478,ADV026,PRD0030,2024-01-16,1384.0,6.05,GBP,N
T0001600,C00347,ADV040,PRD0033,07/09/2025,7135.08,272.23,GBP,N
T0001601,C00172,ADV033,PRD0039,2024-09-16,8495.06,244.72,GBP,N
T0001602,C00110,ADV022,PRD0030,29/04/2025,35033.7,758.7,GBP,N
T0001603,C00068,ADV043,PRD0014,2025-07-31,3408.22,79.72,GBP,N
T0001604,C00200,ADV023,PRD0003,2025-11-29,12508.21,433.91,GBP,N
T0001605,C00270,ADV039,PRD0019,07/06/2024,6452.53,61.99,GBP,N
T0001606,C00381,ADV025,PRD0034,06/05/2024,874.11,14.78,GBP,N
T0001607,C00339,ADV033,PRD0026,2025-06-04,1160.64,17.32,GBP,N
T0001608,C00343,ADV014,PRD0013,04/12/2024,2290.17,59.8,GBP,N
T0001609,C00483,ADV011,PRD0026,2024-04-03,10505.99,151.35,GBP,N
T0001610,C00359,ADV055,PRD0027,2024-05-20,13622.45,207.17,GBP,N
T0001611,C00198,ADV038,PRD0039,2024-05-05,2960.92,50.09,GBP,N
T0001612,C00115,ADV037,PRD0005,2025-12-16,5464.68,125.56,GBP,N
T0001613,C00277,ADV012,PRD0033,15/04/2024,4523.27,126.85,GBP,N
T0001614,C00168,ADV021,PRD0017,2025-09-01,396.36,4.87,GBP,N
T0001615,C00452,ADV059,PRD0025,2024-02-13,9897.61,193.62,GBP,N
T0001616,C00334,ADV038,PRD0033,03/09/2025,13174.97,264.1,GBP,N
T0001617,C00399,ADV053,PRD0019,19/05/2025,495.55,12.9,GBP,N
T0001618,C00148,ADV004,PRD0027,30/08/2024,1591.56,55.85,GBP,N
T0001619,C00232,ADV040,PRD0002,2025-10-28,3423.48,48.74,GBP,N
T0001620,C00428,ADV026,PRD0038,2025-09-18,3423.47,39.77,GBP,N
T0001621,C00494,ADV018,PRD0014,2024-11-03,9504.18,159.34,GBP,N
T0001622,C00295,ADV017,PRD0001,22/04/2024,10580.53,209.51,GBP,N
T0001623,C00478,ADV026,PRD0001,2025-02-14,2247.08,66.66,GBP,N
T0001624,C00379,ADV001,PRD0021,2024-03-24,6798.47,131.81,GBP,N
T0001625,C00145,ADV013,PRD0006,2025-04-28,2069.08,57.92,GBP,N
T0001626,C00369,ADV021,PRD0039,2024-02-17,2793.17,61.93,GBP,N
T0001627,C00264,ADV056,PRD0013,2024-05-03,4571.62,166.24,GBP,N
T0001628,C00304,ADV024,PRD0025,2025-01-08,6033.29,140.24,GBP,N
T0001629,C00355,ADV007,PRD0033,2024-08-14,2102.32,76.51,GBP,N
T0001630,C00124,ADV040,PRD0020,2024-05-09,20521.34,636.77,GBP,N
T0001631,C00247,ADV050,PRD0022,20/12/2025,4440.6,29.93,GBP,N
T0001632,C00208,ADV058,PRD0002,2024-02-17,3715.87,75.49,GBP,N
T0001633,C00161,ADV044,PRD0030,2025-08-22,7393.21,108.01,GBP,N
T0001634,C00497,ADV055,PRD0031,06/04/2024,2094.78,28.98,GBP,N
T0001635,C00496,ADV009,PRD0014,2025-03-10,4891.96,105.75,GBP,N
T0001636,C00106,ADV021,PRD0032,2025-10-23,408.24,3.53,GBP,N
T0001637,C00085,ADV041,PRD0036,2024-05-29,789.99,21.53,GBP,N
T0001638,C00460,ADV007,PRD0024,2025-11-13,2656.29,104.49,GBP,N
T0001639,C00186,ADV042,PRD0034,2024-10-29,2421.57,94.81,GBP,N
T0001640,C00232,ADV040,PRD0035,2025-11-19,2673.99,62.03,GBP,N
T0001641,C00057,ADV023,PRD0022,11/05/2025,2057.2,54.81,GBP,N
T0001642,C00225,ADV022,PRD0024,2024-08-25,6232.79,81.96,GBP,N
T0001643,C00163,ADV021,PRD0021,2025-02-13,10991.5,271.93,GBP,N
T0001644,C00338,ADV023,PRD0007,03/05/2025,2342.13,37.53,GBP,N
T0001645,C00453,ADV033,PRD0040,05/08/2024,9388.23,181.86,GBP,N
T0001646,C00138,ADV018,PRD0005,2025-01-30,5205.93,111.96,GBP,N
T0001647,C00175,ADV003,PRD0019,2025-10-07,1248.27,32.76,GBP,N
T0001648,C00362,ADV009,PRD0017,30/10/2025,-1096.46,-20.87,GBP,Y
T0001649,C00114,ADV012,PRD0024,08/12/2025,3872.82,138.58,GBP,N
T0001650,C00143,ADV014,PRD0014,2025-09-28,9745.27,161.8,GBP,N
T0001651,C00333,ADV057,PRD0014,25/06/2024,1613.06,48.9,GBP,N
T0001652,C00129,ADV018,PRD0004,2024-03-03,562.21,13.38,GBP,N
T0001653,C00315,ADV001,PRD0029,2024-12-10,8839.75,156.12,GBP,N
T0001654,C00161,ADV044,PRD0032,2025-09-26,10443.6,337.88,GBP,N
T0001655,C00103,ADV036,PRD0019,2025-06-11,3012.51,71.54,GBP,N
T0001656,C00011,ADV004,PRD0010,2024-07-31,9851.7,138.45,GBP,N
T0001657,C00167,ADV059,PRD0009,2025-08-27,22991.88,677.72,GBP,N
T0001658,C00191,ADV035,PRD0037,02/09/2025,1725.09,22.14,GBP,N
T0001659,C00422,ADV044,PRD0007,19/05/2025,2618.54,57.27,GBP,N
T0001660,C00220,ADV035,PRD0038,2025-07-18,2635.56,23.35,GBP,N
T0001661,C00375,ADV058,PRD0009,29/06/2025,9837.64,244.13,GBP,N
T0001662,C00011,ADV004,PRD0028,2024-09-28,1724.69,3.45,GBP,N
T0001663,C00354,ADV010,PRD0013,11/10/2024,2792.82,23.84,GBP,N
T0001664,C00092,ADV007,PRD0030,2024-08-10,11662.43,186.11,GBP,N
T0001665,C00206,ADV045,PRD0032,12/06/2025,9242.65,231.6,GBP,N
T0001666,C00297,ADV055,PRD0028,06/08/2024,9653.66,109.75,GBP,N
T0001667,C00394,ADV052,PRD0006,13/04/2025,1628.0,51.75,GBP,N
T0001668,C00486,ADV038,PRD0006,06/01/2024,5553.4,98.83,GBP,N
T0001669,C00282,ADV029,PRD0008,04/02/2025,2218.7,38.33,GBP,N
T0001670,C00287,ADV042,PRD0029,2025-06-17,8558.76,22.58,GBP,N
T0001671,C00440,ADV001,PRD0027,10/11/2025,5887.61,176.38,GBP,N
T0001672,C00317,ADV008,PRD0011,2024-06-02,7084.07,107.95,GBP,N
T0001673,C00116,ADV009,PRD0006,02/08/2024,3220.94,55.57,GBP,N
T0001674,C00150,ADV027,PRD0032,2025-06-25,4282.33,102.94,GBP,N
T0001675,C00351,ADV024,PRD0035,2025-06-04,5277.14,164.24,GBP,N
T0001676,C00283,ADV037,PRD0017,2025-12-21,3112.2,62.57,GBP,N
T0001677,C00446,ADV037,PRD0019,20/08/2025,5022.82,157.17,GBP,N
T0001678,C00281,ADV023,PRD0039,27/12/2025,1580.2,32.42,GBP,N
T0001679,C00172,ADV033,PRD0003,2025-08-16,1306.34,22.03,GBP,N
T0001680,C00408,ADV058,PRD0028,2024-03-03,813.29,19.56,GBP,N
T0001681,C00465,ADV031,PRD0014,16/04/2025,3303.22,135.19,GBP,N
T0001682,C00262,ADV035,PRD0036,05/06/2025,7992.77,216.84,GBP,N
T0001683,C00431,ADV038,PRD0001,05/12/2025,5544.06,79.86,GBP,N
T0001684,C00144,ADV025,PRD0001,13/04/2025,642.47,18.24,GBP,N
T0001685,C00097,ADV047,PRD0009,2024-01-08,5401.68,154.06,GBP,N
T0001686,C00077,ADV055,PRD0026,12/06/2025,3914.43,68.84,GBP,N
T0001687,C00490,ADV046,PRD0021,09/01/2024,3274.95,86.28,GBP,N
T0001688,C00330,ADV022,PRD0040,14/02/2024,4624.25,117.39,GBP,N
T0001689,C00021,ADV032,PRD0039,27/11/2025,6321.97,41.74,GBP,N
T0001690,C00359,ADV048,PRD0020,2025-03-14,12795.4,383.87,GBP,N
T0001691,C00048,ADV056,PRD0007,02/05/2024,11495.99,74.51,GBP,N
T0001692,C00441,ADV043,PRD0003,22/09/2024,20864.24,570.03,GBP,N
T0001693,C00258,ADV018,PRD0004,24/02/2025,6399.85,83.71,GBP,N
T0001694,C00189,ADV041,PRD0015,17/11/2024,2248.18,36.25,GBP,N
T0001695,C00300,ADV005,PRD0018,20/10/2024,12477.55,259.84,GBP,N
T0001696,C00139,ADV027,PRD0010,2024-12-28,1293.04,21.54,GBP,N
T0001697,C00334,ADV038,PRD0033,08/08/2024,8029.68,209.56,GBP,N
T0001698,C00185,ADV010,PRD0006,17/05/2025,1532.57,38.83,GBP,N
T0001699,C00313,ADV022,PRD0020,28/10/2024,2282.97,89.89,GBP,N
T0001700,C00066,ADV030,PRD0005,2025-04-19,11316.39,172.59,GBP,N
T0001701,C00269,ADV022,PRD0035,07/09/2024,2202.84,42.86,GBP,N
T0001702,C00011,ADV004,PRD0038,14/11/2024,9864.99,237.97,GBP,N
T0001703,C00011,ADV004,PRD0010,15/01/2025,6699.49,109.37,GBP,N
T0001704,C00435,ADV031,PRD0015,02/07/2025,3377.92,41.16,GBP,N
T0001705,C00178,ADV042,PRD0023,2025-12-17,7412.13,131.84,GBP,N
T0001706,C00500,ADV006,PRD0003,2025-05-27,6560.35,139.1,GBP,N
T0001707,C00203,ADV037,PRD0013,2024-11-20,4355.69,181.64,GBP,N
T0001708,C00109,ADV034,PRD0004,12/06/2024,2178.02,6.77,GBP,N
T0001709,C00488,ADV050,PRD0031,2025-10-06,8045.2,155.68,GBP,N
T0001710,C00170,ADV049,PRD0025,26/10/2024,2871.51,17.14,GBP,N
T0001711,C00106,ADV021,PRD0036,2025-01-19,3644.79,154.28,GBP,N
T0001712,C00068,ADV043,PRD0038,2025-06-18,5688.09,104.72,GBP,N
T0001713,C00364,ADV029,PRD0019,2024-04-22,3514.63,102.2,GBP,N
T0001714,C00074,ADV014,PRD0018,23/11/2024,4814.41,9.63,GBP,N
T0001715,C00309,ADV032,PRD0005,12/12/2025,5018.16,126.88,GBP,N
T0001716,C00281,ADV023,PRD0025,27/05/2024,4922.58,120.5,GBP,N
T0001717,C00038,ADV031,PRD0036,2025-04-30,4329.29,119.22,GBP,N
T0001718,C00463,ADV039,PRD0027,2025-09-06,13068.84,455.01,GBP,N
T0001719,C00291,ADV009,PRD0029,01/03/2025,2511.25,69.54,GBP,N
T0001720,C00244,ADV058,PRD0035,25/03/2025,2625.96,102.63,GBP,N
T0001721,C00032,ADV027,PRD0024,24/12/2024,1265.61,28.3,GBP,N
T0001722,C00459,ADV040,PRD0004,05/01/2025,485.0,4.49,GBP,N
T0001723,C00099,ADV036,PRD0015,2025-04-19,6924.43,189.0,GBP,N
T0001724,C00239,ADV053,PRD0040,2025-02-28,5855.67,158.77,GBP,N
T0001725,C00337,ADV030,PRD0019,2025-02-04,13657.96,185.27,GBP,N
T0001726,C00456,ADV044,PRD0006,2025-05-29,1065.82,25.17,GBP,N
T0001727,C00356,ADV018,PRD0011,2025-01-03,1940.59,44.13,GBP,N
T0001728,C00341,ADV035,PRD0022,29/06/2024,2314.55,29.75,GBP,N
T0001729,C00484,ADV050,PRD0001,13/01/2025,21443.13,230.12,GBP,N
T0001730,C00126,ADV046,PRD0006,2024-05-23,8647.2,325.81,GBP,N
T0001731,C00343,ADV014,PRD0007,08/01/2024,-3266.48,-78.15,GBP,Y
T0001732,C00056,ADV058,PRD0011,27/02/2024,3740.4,95.88,GBP,N
T0001733,C00321,ADV013,PRD0024,2024-07-24,5018.6,168.29,GBP,N
T0001734,C00177,ADV004,PRD0017,20/11/2024,1411.06,13.33,GBP,N
T0001735,C00471,ADV025,PRD0036,14/12/2024,5141.03,82.56,GBP,N
T0001736,C00378,ADV034,PRD0012,30/06/2024,1469.18,36.12,GBP,N
T0001737,C00112,ADV012,PRD0032,2025-11-12,4138.99,132.17,GBP,N
T0001738,C00467,ADV028,PRD0011,02/05/2025,6958.92,170.28,GBP,N
T0001739,C00307,ADV045,PRD0026,19/05/2025,4848.65,98.91,GBP,N
T0001740,C00285,ADV030,PRD0038,2024-05-14,2039.85,42.59,GBP,N
T0001741,C00274,ADV024,PRD0032,2025-12-31,2939.42,60.9,GBP,N
T0001742,C00128,ADV036,PRD0027,2025-10-30,7629.43,208.14,GBP,N
T0001743,C00400,ADV026,PRD0021,2025-11-04,2400.4,4.8,GBP,N
T0001744,C00352,ADV001,PRD0016,24/02/2025,1138.56,42.87,GBP,N
T0001745,C00292,ADV039,PRD0037,2024-08-18,2940.88,31.19,GBP,N
T0001746,C00116,ADV009,PRD0007,09/09/2024,2376.69,49.67,GBP,N
T0001747,C00498,ADV014,PRD0023,2024-11-21,3122.35,80.96,GBP,N
T0001748,C00348,ADV049,PRD0019,03/12/2025,3719.19,34.37,GBP,N
T0001749,C00402,ADV056,PRD0025,2024-01-08,2742.73,27.76,GBP,N
T0001750,C00444,ADV016,PRD0029,2024-12-01,2725.8,52.71,GBP,N
T0001751,C00010,ADV025,PRD0034,10/10/2024,-8269.99,-145.23,GBP,Y
T0001752,C00131,ADV009,PRD0037,2024-01-25,-6188.01,-142.4,GBP,Y
T0001753,C00266,ADV029,PRD0039,2024-08-02,8599.86,162.69,GBP,N
T0001754,C00451,ADV056,PRD0007,2024-10-27,3949.37,101.85,GBP,N
T0001755,C00498,ADV014,PRD0014,2024-09-27,2635.47,63.61,GBP,N
T0001756,C00285,ADV030,PRD0006,12/09/2024,4832.06,61.03,GBP,N
T0001757,C00071,ADV005,PRD0019,14/12/2025,1023.04,18.51,GBP,N
T0001758,C00179,ADV029,PRD0024,2025-02-18,1359.71,31.49,GBP,N
T0001759,C00182,ADV053,PRD0019,2024-05-29,7695.44,77.98,GBP,N
T0001760,C00425,ADV053,PRD0015,02/01/2024,2393.41,12.72,GBP,N
T0001761,C00291,ADV009,PRD0006,2025-10-30,2039.17,32.49,GBP,N
T0001762,C00448,ADV014,PRD0032,2024-01-21,1402.87,21.5,GBP,N
T0001763,C00450,ADV053,PRD0039,15/07/2025,5404.41,37.86,GBP,N
T0001764,C00497,ADV055,PRD0004,23/08/2024,1272.77,12.44,GBP,N
T0001765,C00093,ADV003,PRD0040,22/02/2024,10653.94,399.56,GBP,N
T0001766,C00109,ADV034,PRD0028,2024-03-24,4348.59,111.28,GBP,N
T0001767,C00345,ADV034,PRD0030,17/10/2024,778.2,16.21,GBP,N
T0001768,C00034,ADV044,PRD0034,09/03/2025,2320.04,82.95,GBP,N
T0001769,C00108,ADV021,PRD0012,2025-10-10,1486.95,53.79,GBP,N
T0001770,C00382,ADV040,PRD0028,2024-05-28,5863.11,107.51,GBP,N
T0001771,C00215,ADV054,PRD0029,2025-09-25,5744.89,243.48,GBP,N
T0001772,C00432,ADV032,PRD0015,28/08/2025,2357.97,24.15,GBP,N
T0001773,C00130,ADV034,PRD0032,2025-10-21,2055.5,4.11,GBP,N
T0001774,C00158,ADV010,PRD0017,20/03/2024,5309.57,60.66,GBP,N
T0001775,C00299,ADV054,PRD0001,21/08/2024,2079.31,57.36,GBP,N
T0001776,C00369,ADV021,PRD0028,10/06/2024,11622.3,282.63,GBP,N
T0001777,C00118,ADV044,PRD0002,03/07/2024,2014.39,88.34,GBP,N
T0001778,C00442,ADV045,PRD0025,2024-09-12,4883.12,190.69,GBP,N
T0001779,C00455,ADV012,PRD0013,2024-09-04,633.48,13.85,GBP,N
T0001780,C00483,ADV011,PRD0004,16/03/2024,5000.04,61.51,GBP,N
T0001781,C00163,ADV021,PRD0018,2024-02-10,2075.39,18.22,GBP,N
T0001782,C00295,ADV017,PRD0040,18/07/2025,4538.46,132.13,GBP,N
T0001783,C00287,ADV042,PRD0028,24/03/2024,9512.7,111.89,GBP,N
T0001784,C00184,ADV039,PRD0003,2024-08-05,3062.13,66.48,GBP,N
T0001785,C00176,ADV023,PRD0020,2024-07-11,393.64,6.96,GBP,N
T0001786,C00046,ADV005,PRD0008,27/06/2024,587.72,15.35,GBP,N
T0001787,C00410,ADV046,PRD0010,2024-02-08,3832.26,165.33,GBP,N
T0001788,C00024,ADV031,PRD0031,2024-03-30,1613.57,37.41,GBP,N
T0001789,C00230,ADV049,PRD0015,19/10/2024,1283.07,50.43,GBP,N
T0001790,C00488,ADV050,PRD0002,2024-06-05,8702.18,154.77,GBP,N
T0001791,C00314,ADV060,PRD0012,2024-03-09,2888.99,21.62,GBP,N
T0001792,C00291,ADV009,PRD0030,2024-06-12,-8011.77,-244.65,GBP,Y
T0001793,C00009,ADV037,PRD0010,12/11/2025,7876.4,15.75,GBP,N
T0001794,C00190,ADV013,PRD0030,23/05/2024,-2482.26,-65.66,GBP,Y
T0001795,C00137,ADV060,PRD0039,2024-03-29,3929.27,53.92,GBP,N
T0001796,C00115,ADV037,PRD0032,25/01/2025,1235.62,19.15,GBP,N
T0001797,C00356,ADV018,PRD0031,2025-09-28,4969.9,43.18,GBP,N
T0001798,C00204,ADV020,PRD0008,2024-11-05,3379.18,67.17,GBP,N
T0001799,C00181,ADV016,PRD0034,2024-04-10,13932.43,149.73,GBP,N
T0001800,C00314,,PRD0033,02/01/2024,7260.2,71.54,GBP,N
T0001801,C00300,ADV005,PRD0017,2025-07-11,2996.44,60.29,GBP,N
T0001802,C00114,ADV012,PRD0019,20/10/2024,1893.46,57.66,GBP,N
T0001803,C00381,ADV025,PRD0019,2024-12-10,2844.5,67.09,GBP,N
T0001804,C00056,ADV058,PRD0002,2024-02-13,3448.78,83.87,GBP,N
T0001805,C00395,ADV028,PRD0003,08/02/2024,6685.79,44.87,GBP,N
T0001806,C00181,ADV016,PRD0031,2024-04-11,8451.68,201.87,GBP,N
T0001807,C00022,ADV060,PRD0010,2025-07-17,1195.56,21.25,GBP,N
T0001808,C00410,ADV046,PRD0029,2024-05-09,1373.43,32.17,GBP,N
T0001809,C00489,ADV019,PRD0024,2025-06-03,4602.91,84.21,GBP,N
T0001810,C00440,ADV001,PRD0020,2024-07-22,1183.9,10.67,GBP,N
T0001811,C00057,ADV023,PRD0034,20/01/2025,3155.3,67.59,GBP,N
T0001812,C00254,ADV035,PRD0026,12/10/2024,718.5,3.17,GBP,N
T0001813,C00174,ADV046,PRD0011,2025-12-06,2562.47,69.84,GBP,N
T0001814,C00138,ADV018,PRD0039,2024-08-04,2294.93,85.38,GBP,N
T0001815,C00353,ADV019,PRD0014,2025-12-20,2575.75,76.99,GBP,N
T0001816,C00332,ADV044,PRD0022,21/12/2025,1933.23,5.38,GBP,N
T0001817,C00315,ADV001,PRD0016,2024-04-27,5228.84,62.49,GBP,N
T0001818,C00171,ADV011,PRD0017,2024-06-07,7437.37,164.25,GBP,N
T0001819,C00167,ADV059,PRD0039,2024-05-08,6454.91,101.79,GBP,N
T0001820,C00225,ADV015,PRD0021,2024-02-09,2683.54,49.0,GBP,N
T0001821,C00425,ADV053,PRD0020,2025-08-28,2593.65,59.75,GBP,N
T0001822,C00075,ADV003,PRD0006,2025-04-22,1901.51,15.23,GBP,N
T0001823,C00096,ADV050,PRD0030,20/09/2024,1806.51,41.79,GBP,N
T0001824,C00394,ADV052,PRD0005,11/06/2024,2936.46,74.13,GBP,N
T0001825,C00203,ADV037,PRD0027,2025-07-05,2925.08,79.92,GBP,N
T0001826,C00133,ADV016,PRD0028,2025-12-01,2824.73,22.59,GBP,N
T0001827,C00023,ADV050,PRD0010,25/01/2024,4180.85,95.27,GBP,N
T0001828,C00469,ADV031,PRD0023,21/07/2024,7171.12,147.75,GBP,N
T0001829,C00490,ADV046,PRD0028,16/09/2024,1946.65,53.73,GBP,N
T0001830,C00082,ADV017,PRD0037,2024-02-13,2772.79,7.09,GBP,N
T0001831,C00345,ADV034,PRD0024,30/04/2025,5530.47,52.18,GBP,N
T0001832,C00468,ADV041,PRD0004,2025-10-17,4075.45,42.75,GBP,N
T0001833,C00286,ADV040,PRD0035,05/01/2025,1695.37,43.78,GBP,N
T0001834,C00050,ADV044,PRD0015,2025-12-12,1222.02,11.7,GBP,N
T0001835,C00489,ADV019,PRD0027,08/04/2025,6050.88,12.1,GBP,N
T0001836,C00042,ADV057,PRD0019,10/01/2024,1355.86,13.26,GBP,N
T0001837,C00253,ADV001,PRD0019,2024-06-16,4924.2,126.1,GBP,N
T0001838,C00077,ADV055,PRD0032,01/08/2025,1436.4,55.95,GBP,N
T0001839,C00088,ADV045,PRD0016,04/01/2025,15957.3,529.72,GBP,N
T0001840,C00301,ADV047,PRD0024,15/06/2025,1377.69,36.51,GBP,N
T0001841,C00163,ADV021,PRD0025,12/05/2024,16909.68,86.51,GBP,N
T0001842,C00041,ADV023,PRD0014,28/10/2025,6683.48,149.15,GBP,N
T0001843,C00425,ADV053,PRD0024,2025-03-03,11722.45,233.37,GBP,N
T0001844,C00407,ADV013,PRD0034,27/10/2025,10294.53,269.03,GBP,N
T0001845,C00135,ADV019,PRD0038,2025-06-12,5572.5,101.17,GBP,N
T0001846,C00413,ADV058,PRD0012,2025-04-13,2717.43,64.9,GBP,N
T0001847,C00150,ADV027,PRD0038,2025-05-16,30043.62,256.18,GBP,N
T0001848,C00378,ADV034,PRD0040,2024-02-03,2482.49,43.07,GBP,N
T0001849,C00131,ADV009,PRD0035,11/07/2024,4195.89,57.79,GBP,N
T0001850,C00211,ADV006,PRD0003,2025-07-14,1103.17,36.17,GBP,N
